7,1.0490198135375977
2,3.178541898727417
5,1.5002994537353516
1,6.10970139503479
6,1.3688020706176758
10,0.41751980781555176
3,1.3329441547393799
9,0.48087644577026367
4,1.0669965744018555
8,0.4758877754211426
16,1.236462116241455
10,1.8064138889312744
6,2.7735207080841064
3,4.657685279846191
18,0.722684383392334
9,1.409034252166748
19,0.4892385005950928
2,4.89153790473938
15,0.643949031829834
14,0.7255978584289551
13,0.9222187995910645
8,1.531930923461914
4,2.287499189376831
20,1.1198596954345703
11,1.5767004489898682
12,1.473717451095581
1,9.63839077949524
17,0.6966745853424072
7,1.4229660034179688
5,1.5758659839630127
